nome,uc,municipio_uc,latitude_uc,longitude_uc,macroregiao,regional
SDO-TDO-34865969-C VALE COOPERATIVA AGROINDUSTRIAL,34865969,PALOTINA,-24.21971,-53.70423,SDO,TDO
SDN-CMO-47618710-HOSPITAL SANTA CASA DE MISERICORDIA DE CAMPO MOURAO,47618710,CAMPO MOURAO,-24.02677,-52.4013,SDN,CMO
SDL-CBN-52448533-ASSOCIACAO DOS AUDITORES FISCAIS ESTADUAIS DE CURITIBA,52448533,COLOMBO,-25.32461,-49.21649,SDL,CBN
SDL-CBN-67931600-PROCESSA TECNOLOGIA AMBIENTAL LTDA,67931600,COLOMBO,-25.34687,-49.14848,SDL,CBN
SDO-FBL-72947993-FUNDO ESTADUAL DE SAUDE DO PARANA FUNSAUDE,72947993,FRANCISCO BELTRAO,-26.11298,-53.03959,SDO,FBL
SDL-SJP-92780059-ISRINGHAUSEN INDUSTRIAL LTDA,92780059,FAZENDA RIO GRANDE,-25.64016,-49.27553,SDL,SJP
SDC-UVI-85682055-KITEL E TOMCEAC LTDA,85682055,PAULO FRONTIN,-26.10111,-50.74527,SDC,UVI
SDO-TDO-20836341-C VALE COOPERATIVA AGROINDUSTRIAL,20836341,PALOTINA,-24.27506,-53.83011,SDO,TDO
SDN-UMU-85717703-A C PIZA ETIQUETAS METALICAS ME,85717703,CIANORTE,-23.66226,-52.60747,SDN,UMU
SDT-LNA-54929288-IRMAOS MUFFATO CIA LTDA,54929288,LONDRINA,-23.29697,-51.19681,SDT,LNA
SDL-CTA-1937740-RADIO E TELEVISAO IGUACU SA,1937740,CURITIBA,-25.40445,-49.28947,SDL,CTA
SDN-MGA-75761092-CLAUDIO DE OLIVEIRA,75761092,MARINGA,-23.3818,-52.06622,SDN,MGA
SDO-FOZ-47821124-AB COMERCIO DE INSUMOS LTDA,47821124,SANTA TEREZINHA DE ITAIPU,-25.45249,-54.40681,SDO,FOZ
SDO-FOZ-90994612-SEST SERVICO SOCIAL DO TRANSPORTE,90994612,FOZ DO IGUACU,-25.50905,-54.55755,SDO,FOZ
SDN-MGA-91403138-INGA MATERIAIS MEDICOS HOSPITALARES LTDA EPP,91403138,MARINGA,-23.44576,-51.99527,SDN,MGA
SDC-IRT-80230504-C L ANGELO ALIMENTOS,80230504,REBOUCAS,-25.61406,-50.69141,SDC,IRT
SDL-CBN-71513868-CALFIPAR INDUSTRIA E COMERCIO DE CAL LTDA,71513868,ALMIRANTE TAMANDARE,-25.28668,-49.30979,SDL,CBN
SDL-CBN-36734330-TERPASUL CONSTRUTORA DE OBRAS LTDA,36734330,RIO BRANCO DO SUL,-25.22243,-49.30074,SDL,CBN
SDL-CTA-100627188-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,100627188,CURITIBA,-25.51597,-49.21475,SDL,CTA
SDL-SJP-99295067-SULMOLAS INDUSTRIA E COMERCIO DE MOLAS LTDA ME,99295067,ARAUCARIA,-25.53525,-49.35865,SDL,SJP
SDL-CTA-95718540-BK BRASIL OPERACAO E ASSESSORIA A RESTAURANTES S.A.,95718540,CURITIBA,-25.48417,-49.2671,SDL,CTA
SDT-LNA-13324667-SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO,13324667,JAGUAPITA,-23.11744,-51.52539,SDT,LNA
SDL-CTA-35161787-POSTO TREZE DE MAIO EIRELI,35161787,CURITIBA,-25.42707,-49.26869,SDL,CTA
SDL-CTA-82253218-OLARIA CACHIMBA LTDA,82253218,CURITIBA,-25.60486,-49.3314,SDL,CTA
SDL-CTA-77833252-JPP ADMINISTRACAO E PARTICIPACOES LTDA,77833252,CURITIBA,-25.43403,-49.25627,SDL,CTA
SDO-FOZ-76505430-ARCOS DOURADOS COMERCIO DE ALIMENTOS LTDA,76505430,FOZ DO IGUACU,-25.54636,-54.58258,SDO,FOZ
SDL-CTA-78967210-CENTERPLASTIC INDUSTRIA DE EMBALAGENS LTDAPP,78967210,CURITIBA,-25.58432,-49.29545,SDL,CTA
SDN-MGA-44481152-EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,44481152,MARINGA,-23.42121,-51.92448,SDN,MGA
SDN-MGA-87186462-SERVOPA SA COMERCIO E INDUSTRIA,87186462,MARINGA,-23.41769,-51.92027,SDN,MGA
SDN-UMU-45597251-MAIORANI INDUSTRIA DE EMBALAGENS DE PLASTICO LTDA EPP,45597251,CIANORTE,-23.67503,-52.61755,SDN,UMU
SDN-MGA-31645313-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,31645313,DOUTOR CAMARGO,-23.53484,-52.23338,SDN,MGA
SDL-CTA-45146861-INSTITUTO DE TECNOLOGIA PARA O DESENVOLVIMENTO,45146861,CURITIBA,-25.45137,-49.23614,SDL,CTA
SDT-CPO-31036503-SECRETARIA DE ESTADO DA EDUCACAO E DO ESPORTE,31036503,CORNELIO PROCOPIO,-23.1721,-50.66667,SDT,CPO
SDN-MGA-41401794-ALVORECER COMERCIO DE COMBUSTIVEIS LTDA,41401794,MARINGA,-23.41742,-51.94361,SDN,MGA
SDL-CTA-83783768-AREAL BOZZA LTDA,83783768,CURITIBA,-25.61144,-49.31607,SDL,CTA
SDL-SJP-72387688-TECPAVER PRE MOLDADOS LTDA,72387688,SAO JOSE DOS PINHAIS,-25.57075,-49.17929,SDL,SJP
SDL-CTA-101337264-RRI FITNESS ACADEMIA DE GINASTICA LTDA,101337264,CURITIBA,-25.4784,-49.28839,SDL,CTA
SDL-CTA-94604886-CAIXA ECONOMICA FEDERAL,94604886,CURITIBA,-25.44113,-49.28437,SDL,CTA
SDN-UMU-83242007-RIBEIRO VEICULOS SA,83242007,CRUZEIRO DO OESTE,-23.77306,-53.10458,SDN,UMU
SDO-TDO-89303431-PALSGAARD CANDON SA,89303431,MARECHAL CANDIDO RONDON,-24.56328,-54.04964,SDO,TDO
SDO-FOZ-88504948-CONDOMINIO TERRAS ALPHA FOZ DO IGUACU,88504948,FOZ DO IGUACU,-25.47781,-54.57269,SDO,FOZ
SDO-TDO-86617583-TOLELAJES EIRELI,86617583,TOLEDO,-24.69917,-53.74089,SDO,TDO
SDC-UVI-81519311-F A MINERACAO E COMERCIO DE AREIA EIRELI,81519311,PAULA FREITAS,-26.22146,-50.95047,SDC,UVI
SDL-CTA-86640461-INDUSTRIA DE TIJOLOS BR LTDA,86640461,CURITIBA,-25.60891,-49.31877,SDL,CTA
SDL-CTA-88159833-CERAMICA OCHILISKI LTDA ME,88159833,CURITIBA,-25.61565,-49.34094,SDL,CTA
SDO-TDO-31945252-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,31945252,PALOTINA,-24.28705,-53.85826,SDO,TDO
SDL-SJP-79286674-AUTOPISTA LITORAL SUL S A,79286674,SAO JOSE DOS PINHAIS,-25.74774,-49.13064,SDL,SJP
SDT-LNA-88996352-BELAGRICOLA COMERCIO E REPRESENTACOES DE PRODUTOS AGRICOLAS S A,88996352,PRADO FERREIRA,-23.05697,-51.45028,SDT,LNA
SDN-CMO-52214532-SUPERMERCADO SAO GABRIEL LTDA,52214532,UBIRATA,-24.54189,-52.98776,SDN,CMO
SDO-CEL-77786181-COOPERATIVA DE PRODUTORES DE LEITE DE RIO BONITO DO IGUACU,77786181,RIO BONITO DO IGUACU,-25.47534,-52.50864,SDO,CEL
SDT-CPO-13078933-DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DO PARANA,13078933,IBAITI,-23.82871,-50.18302,SDT,CPO
SDL-CTA-72925043-LAUDIR ROQUE ONGARATTO,72925043,CURITIBA,-25.43721,-49.27798,SDL,CTA
SDO-FBL-67376533-CLEIDE TEREZA VICINI LATREILLE EIRELI EPP,67376533,SAO JORGE DOESTE,-25.694,-52.91713,SDO,FBL
SDO-FBL-32726686-MUNICIPIO DE DOIS VIZINHOS,32726686,DOIS VIZINHOS,-25.73161,-53.07647,SDO,FBL
SDT-APA-98371088-SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL,98371088,IVAIPORA,-24.24233,-51.67863,SDT,APA
SDN-MGA-87189852-VIVARO LTDA,87189852,MARINGA,-23.41109,-51.98932,SDN,MGA
SDT-CPO-98786300-UNIMED NORTE DO PARANA COOPERATIVA REGIONAL DE TRABALHO MEDICO,98786300,CORNELIO PROCOPIO,-23.18943,-50.65483,SDT,CPO
SDT-APA-105021318-MDC COMERCIO DE PLASTICOS EIRELI,105021318,ARAPONGAS,-23.36935,-51.47045,SDT,APA
SDO-TDO-62604473-CERAMICA PINZ LTDA,62604473,NOVA SANTA ROSA,-24.46945,-53.96361,SDO,TDO
SDN-PVI-98816900-MOACIR ANTONIO BASSANI,98816900,QUERENCIA DO NORTE,-23.04323,-53.6068,SDN,PVI
SDN-PVI-86888781-INCOEP IND E COM DE EXTRACAO DE OLEAGINOSOS LTDA,86888781,PARANAVAI,-23.08406,-52.40127,SDN,PVI
SDO-PTO-76942716-UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,76942716,PATO BRANCO,-26.19704,-52.69042,SDO,PTO
SDN-UMU-97966495-FECULARIA LOPES LTDA,97966495,ICARAIMA,-23.37424,-53.66978,SDN,UMU
SDC-PGO-94550360-LILIAN DA ROSA WEIGERT BENAZZI EPP,94550360,JAGUARIAIVA,-24.2471,-49.68703,SDC,PGO
SDN-MGA-92285546-FERROMAR INDUSTRIA E COMERCIO DE FERRO E ACO EIRELI,92285546,MARINGA,-23.42067,-51.98207,SDN,MGA
SDO-FOZ-94295816-EDILSON MARCOS CAPELETTI ME,94295816,SAO MIGUEL DO IGUACU,-25.40684,-54.29858,SDO,FOZ
SDC-PGO-99825805-BRASLAR DO BRASIL LTDA,99825805,PONTA GROSSA,-25.18095,-50.09341,SDC,PGO
SDO-FOZ-96275855-FRIGOBENDO FRIGORIFICO BENDO LTDA,96275855,SANTA TEREZINHA DE ITAIPU,-25.44241,-54.43101,SDO,FOZ
SDO-CEL-8529167-CIA BEAL DE ALIMENTOS,8529167,CASCAVEL,-24.9514,-53.44644,SDO,CEL
SDL-CTA-92316999-CLAUDIO CESAR CHAIBEN ME,92316999,CURITIBA,-25.5341,-49.26376,SDL,CTA
SDL-CTA-91756405-A AUGUSTO GRELLERT ADVOGADOS ASSOCIADOS,91756405,CURITIBA,-25.42236,-49.28713,SDL,CTA
SDO-CEL-98373269-COOPAVEL COOPERATIVA AGROINDUSTRIAL,98373269,IGUATU,-24.70967,-53.08759,SDO,CEL
SDL-CTA-91906393-PARANA TRIBUNAL DE JUSTICA,91906393,CURITIBA,-25.42025,-49.26713,SDL,CTA
SDC-IRT-91500206-MADEREIRA MADBELLA LTDA ME,91500206,IMBITUVA,-25.25027,-50.69883,SDC,IRT
SDL-LIT-98885227-ROCHA TERMINAIS PORTUARIOS E LOGISTICA S A,98885227,PARANAGUA,-25.50617,-48.51815,SDL,LIT
SDL-CTA-71006320-MAXI GRAFICA E EDITORA LTDA,71006320,CURITIBA,-25.48204,-49.311,SDL,CTA
SDN-MGA-94872198-COCAMAR COOPERATIVA AGROINDUSTRIAL,94872198,OURIZONA,-23.40719,-52.20738,SDN,MGA
SDL-CTA-91433924-ACSO CENTRAL DE SERVICO DO ACO LTDA,91433924,CURITIBA,-25.55614,-49.26853,SDL,CTA
SDO-CEL-92611966-BANCO DO BRASIL SA,92611966,CORBELIA,-24.79609,-53.29302,SDO,CEL
SDL-CTA-1937030-FUNDACAO CASA DO ESTUDANTE UNIVERSITARIO DO PARANA,1937030,CURITIBA,-25.42476,-49.2669,SDL,CTA
SDO-FBL-91854040-BELLA ART MARMORARIA LTDA ME,91854040,DOIS VIZINHOS,-25.76331,-53.05335,SDO,FBL
SDO-PTO-99910780-MUNICIPIO DE CLEVELANDIA,99910780,CLEVELANDIA,-26.40136,-52.34212,SDO,PTO
SDL-CTA-93795513-AUTO POSTO MEXICO LTDA,93795513,CURITIBA,-25.40582,-49.23962,SDL,CTA
SDL-CBN-100441548-MASSAS MANIA INDUSTRIA DE ALIMENTOS LTDA,100441548,PINHAIS,-25.40986,-49.18668,SDL,CBN
SDL-CTA-93394187-NITIDA SERVICOS INDUSTRIAIS LTDA,93394187,CURITIBA,-25.43418,-49.36948,SDL,CTA
SDO-CEL-99632446-MUNICIPIO DE CASCAVEL,99632446,CASCAVEL,-24.9178,-53.43955,SDO,CEL
SDL-SJP-96170441-CVIG COMERCIO DE PRODUTOS ALIMENTICIOS LTDA ME,96170441,SAO JOSE DOS PINHAIS,-25.4882,-49.13809,SDL,SJP
SDN-MGA-92912753-FERRARI ZAGATTO COMERCIO DE INSUMOS SA,92912753,MARIALVA,-23.55463,-51.97347,SDN,MGA
SDL-CBN-102497133-KDZ ALIMENTOS EIRELI,102497133,PINHAIS,-25.43177,-49.19184,SDL,CBN
SDC-PGO-91515181-COMERCIAL DE CEREAIS BLUM LTDA,91515181,IPIRANGA,-25.02319,-50.58609,SDC,PGO
SDL-CTA-92565409-LOJAS RENNER S.A.,92565409,CURITIBA,-25.45141,-49.2283,SDL,CTA
SDT-APA-91685168-PARANA TRIBUNAL DE JUSTICA,91685168,SANTA FE,-23.04088,-51.81355,SDT,APA
SDL-CTA-103145982-EIDI INDUSTRIA E COMERCIO DE PLASTICOS LTDA,103145982,CURITIBA,-25.54627,-49.3312,SDL,CTA
SDN-MGA-93306334-AJROMA ADMINISTRACAO E PARTICIPACOES LTDA,93306334,MANDAGUARI,-23.50737,-51.69815,SDN,MGA
SDL-SJP-99224429-ECOPLAST INDUSTRIA E COMERCIO DE PLASTICOS LTDA,99224429,CONTENDA,-25.69091,-49.53058,SDL,SJP
SDC-PGO-93424914-VALE DO CRISTO REI INDUSTRIA E COMERCIO DE MADEIRAS LTDA EPP,93424914,PONTA GROSSA,-25.0423,-50.26498,SDC,PGO
SDO-CEL-96859202-AGROSALTO IMPORTACAO E EXPORTACAO LTDA,96859202,CASCAVEL,-25.13905,-53.32995,SDO,CEL
SDN-UMU-92147453-CUSTODIO FERREIRA E CIA LTDA,92147453,DOURADINA,-23.38478,-53.29315,SDN,UMU
SDL-CTA-92739903-CONDOMINIO SHOPPING SPORTS,92739903,CURITIBA,-25.5184,-49.25565,SDL,CTA
SDN-MGA-99538717-ECHO ORGANICA LTDA,99538717,MARINGA,-23.32258,-52.00892,SDN,MGA
SDL-LIT-93673914-REMIDIO CENSI SOBRINHO,93673914,GUARATUBA,-25.87582,-48.60729,SDL,LIT
SDO-CEL-92684955-MEGAPERFIL INDUSTRIA E COMERCIO LTDA EPP,92684955,CORBELIA,-24.77655,-53.29337,SDO,CEL
SDO-FBL-93551100-MARIO FRANCISCO CATTO ME,93551100,SANTA IZABEL DO OESTE,-25.80642,-53.49264,SDO,FBL
SDO-FBL-93377614-REFORBEL FURGOES LTDA,93377614,RENASCENCA,-26.15674,-52.95668,SDO,FBL
SDL-LIT-94537704-J R F TRANSPORTES E CONTAINERS LTDA,94537704,PARANAGUA,-25.54742,-48.56195,SDL,LIT
SDL-CTA-45510431-ESSENCIS SOLUCOES AMBIENTAIS S A,45510431,CURITIBA,-25.51312,-49.35138,SDL,CTA
SDC-IRT-76376249-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,76376249,IMBITUVA,-25.24244,-50.6309,SDC,IRT
SDT-LNA-99217511-PANIFICADORA CONFEITARIA E MERCEARIA BIG PAO LTDA,99217511,LONDRINA,-23.29553,-51.14403,SDT,LNA
SDL-SJP-99879042-TEMPER SUL COMERCIO DE VIDROS LTDA EPP,99879042,SAO JOSE DOS PINHAIS,-25.54486,-49.1607,SDL,SJP
SDT-APA-23820829-MOINHO ARAPONGAS S A,23820829,ARAPONGAS,-23.42815,-51.42327,SDT,APA
SDC-PGO-60015098-CHAPADA COMERCIO DE ALIMENTOS EIRELI,60015098,PONTA GROSSA,-25.08272,-50.20354,SDC,PGO
SDO-TDO-97252573-COOPERATIVA AGROINDUSTRIAL COPAGRIL,97252573,PATO BRAGADO,-24.62905,-54.22919,SDO,TDO
SDO-FBL-101882432-C C P I FR PR SC SP SICREDI FRONTEIRAS,101882432,CAPANEMA,-25.67023,-53.80719,SDO,FBL
SDT-APA-45820279-SOLAR MOVEIS EIRELI,45820279,ARAPONGAS,-23.39613,-51.42717,SDT,APA
SDL-CBN-104348569-CIA BEAL DE ALIMENTOS,104348569,PINHAIS,-25.3936,-49.16549,SDL,CBN
SDT-CPO-95023402-DELLAI DELLAI LTDA ME,95023402,TOMAZINA,-23.74746,-49.9734,SDT,CPO
SDC-UVI-93843798-ADRIANE AGAZZI MADEIRAS ME,93843798,PALMEIRA,-25.43804,-49.98988,SDC,UVI
SDL-CTA-92607209-EDIFICIO IGLOO CURITIBA,92607209,CURITIBA,-25.45967,-49.2894,SDL,CTA
SDL-CTA-96144777-CIA BEAL DE ALIMENTOS,96144777,CURITIBA,-25.40309,-49.33562,SDL,CTA
SDC-PGO-95492127-CONDOR SUPER CENTER LTDA,95492127,PONTA GROSSA,-25.1105,-50.15547,SDC,PGO
SDC-IRT-91905940-BANCO DO BRASIL SA,91905940,PINHAO,-25.69676,-51.65681,SDC,IRT
SDL-CBN-57980977-SOCIEDADE IMOBILIARIA DJC LTDA,57980977,CAMPINA GRANDE DO SUL,-25.35191,-49.08105,SDL,CBN
SDT-CPO-92842925-COOPERATIVA DE COMERCIALIZACAO E REFORMA AGRARIA NORTE PIONEIRO,92842925,SAO JERONIMO DA SERRA,-23.70792,-50.73908,SDT,CPO
SDT-LNA-95928774-AGAMEMNON NEWTON PADUAN,95928774,CENTENARIO DO SUL,-22.71194,-51.5955,SDT,LNA
SDL-LIT-100632777-DAMIANI INDUSTRIA E COMERCIO DE MAQUINAS E EQUIPAMENTOS LTDA E,100632777,PARANAGUA,-25.51385,-48.51338,SDL,LIT
SDL-CBN-100302050-GLOBAL PLASTICOS INDUSTRIA E COMERCIO LTDA -,100302050,PINHAIS,-25.45595,-49.19056,SDL,CBN
SDL-CBN-85969842-CAROBHOUSE INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,85969842,CAMPINA GRANDE DO SUL,-25.32,-49.11446,SDL,CBN
SDC-IRT-81090382-FRIGODASKO INDUSTRIA E COMERCIO DE CARNES LTDA,81090382,PITANGA,-24.79091,-51.76428,SDC,IRT
SDL-CBN-96170379-ANA MARIA ALVES MADEIREIRA ME,96170379,ITAPERUCU,-25.24522,-49.38117,SDL,CBN
SDO-CEL-96161230-ANGELO PILATTI,96161230,CAMPO BONITO,-25.03083,-52.94671,SDO,CEL
SDL-LIT-94623686-SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL,94623686,PARANAGUA,-25.53186,-48.52189,SDL,LIT
SDN-UMU-96075023-L A AGROPECURIA S C LTDA,96075023,UMUARAMA,-23.77003,-53.24793,SDN,UMU
SDO-CEL-48831751-COASUL COOPERATIVA AGROINDUSTRIAL,48831751,RIO BONITO DO IGUACU,-25.48398,-52.52245,SDO,CEL
SDL-LIT-98676067-GIMENES E OLIVEIRA LTDA ME,98676067,PARANAGUA,-25.5279,-48.5485,SDL,LIT
SDC-TEL-19452608-CARBONIFERA DO CAMBUI EIRELI,19452608,FIGUEIRA,-23.82581,-50.41363,SDC,TEL
SDO-CEL-94059810-LATICINIOS SANTA LUCIA LTDA,94059810,SANTA LUCIA,-25.41006,-53.56148,SDO,CEL
SDL-CTA-97738182-CONDOMINIO EDIFICIO AR 3000 CABRAL CORPORATE E OFFICES,97738182,CURITIBA,-25.41125,-49.25551,SDL,CTA
SDL-SJP-102680760-SOLES ALIMENTOS REFEICOES INDUSTRIAIS CORPORATIVAS LTDA,102680760,SAO JOSE DOS PINHAIS,-25.51412,-49.13256,SDL,SJP
SDL-CTA-92529500-CONDOMINIO LIFE RESIDENCE CLUB,92529500,CURITIBA,-25.49909,-49.29703,SDL,CTA
SDL-SJP-96663235-LINEO ORLANDO BIZETTO,96663235,SAO JOSE DOS PINHAIS,-25.47717,-49.16129,SDL,SJP
SDO-TDO-91992753-MINERACAO AGM LTDA ME,91992753,MARECHAL CANDIDO RONDON,-24.50146,-54.13579,SDO,TDO
SDL-CTA-86275437-EDIFICIO BLEND,86275437,CURITIBA,-25.44461,-49.2813,SDL,CTA
SDL-CTA-96270861-HRC CURITIBA LTDA,96270861,CURITIBA,-25.43856,-49.28089,SDL,CTA
SDO-CEL-35000430-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,35000430,FOZ DO JORDAO,-25.75223,-52.11256,SDO,CEL
SDO-TDO-93937644-COOP DE ELETRIF E DESENV ECONOMICO DE MAL CDO RONDON CERCAR,93937644,QUATRO PONTES,-24.59995,-53.98731,SDO,TDO
SDT-APA-94291853-ASSOCIACAO DA IMACULADA VIRGEM MARIA,94291853,APUCARANA,-23.5563,-51.46857,SDT,APA
SDC-IRT-97011878-ALDACIR SANTOS DE SOUZA CIA LTDA EPP,97011878,SANTA MARIA DO OESTE,-24.93235,-51.87984,SDC,IRT
SDO-TDO-92648037-SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL,92648037,MARECHAL CANDIDO RONDON,-24.55829,-54.07436,SDO,TDO
SDL-CTA-93693192-COPA 14 ESPORTES E LAZER LTDA ME,93693192,CURITIBA,-25.46893,-49.31206,SDL,CTA
SDO-CEL-93636083-ALNUTRI ALIMENTOS LTDA,93636083,CASCAVEL,-25.00736,-53.5306,SDO,CEL
SDN-MGA-101004672-LUMA INDUSTRIA E COMERCIO DE PECAS LTDA EPP,101004672,SARANDI,-23.45413,-51.86144,SDN,MGA
SDO-FOZ-93551150-ARBAZA ALIMENTOS LTDA,93551150,FOZ DO IGUACU,-25.49482,-54.50279,SDO,FOZ
SDL-CTA-94444978-JORASA INCORPORACOES E EMPREENDIMENTOS LTDA,94444978,CURITIBA,-25.55478,-49.31706,SDL,CTA
SDL-CTA-95068201-REC SUL S A,95068201,CURITIBA,-25.46871,-49.35686,SDL,CTA
SDL-LIT-57754632-EMPRESA DE AGUAS PE DA SERRA LTDA,57754632,MORRETES,-25.50386,-48.75545,SDL,LIT
SDT-LNA-95844260-HUGO VIRMONDES BORGES FILHO,95844260,CAFEARA,-22.71385,-51.72153,SDT,LNA
SDO-CEL-94359008-CAIXA ECONOMICA FEDERAL,94359008,CASCAVEL,-24.96305,-53.47899,SDO,CEL
SDO-CEL-92402151-MUNICIPIO DE CASCAVEL,92402151,CASCAVEL,-24.97044,-53.4219,SDO,CEL
SDN-MGA-93406487-PASCHOVINO COMERCIO E ENGARRAFADORA DE BEBIDAS LTDA,93406487,MARINGA,-23.49342,-52.01314,SDN,MGA
SDT-CPO-94553114-VILELA E MACHADO LTDA,94553114,SANTA AMELIA,-23.28051,-50.34131,SDT,CPO
SDL-CTA-92722253-FG COMERCIO DE ALIMENTOS LTDA ME,92722253,CURITIBA,-25.42963,-49.34336,SDL,CTA
SDL-CTA-95010017-CONDOMINIO MID CURITIBA,95010017,CURITIBA,-25.43651,-49.26851,SDL,CTA
SDN-MGA-92884393-SECRETARIA DE ESTADO DA SEGURANCA PUBLICA,92884393,MARINGA,-23.42832,-51.90271,SDN,MGA
SDN-UMU-92586023-ADELINO DELCOLE,92586023,ICARAIMA,-23.48213,-53.54398,SDN,UMU
SDL-SJP-94408963-CENTER AUTOMOVEIS LTDA,94408963,SAO JOSE DOS PINHAIS,-25.52134,-49.19948,SDL,SJP
SDO-CEL-102643482-UFS INDUSTRIA DE PLASTICOS EIRELI ME,102643482,CASCAVEL,-24.97995,-53.49198,SDO,CEL
SDT-APA-94317755-EDERSON LUCIANO PEREIRA,94317755,MARILANDIA DO SUL,-23.86955,-51.28536,SDT,APA
SDN-MGA-94523738-BRASPRESS TRANSPORTES URGENTES LTDA,94523738,MARINGA,-23.47797,-52.00208,SDN,MGA
SDN-UMU-100748538-TRADING COMPANY IMPORTADORA E EXPORTADORA LTDA,100748538,CIANORTE,-23.6658,-52.57409,SDN,UMU
SDT-LNA-79437621-MS RECICLAGEM LTDA ME,79437621,LONDRINA,-23.41493,-51.13244,SDT,LNA
SDT-CPO-94162859-CEDRO COMERCIAL DE ALIMENTOS LTDA,94162859,BANDEIRANTES,-23.11945,-50.36344,SDT,CPO
SDN-MGA-85009300-INSTITUICAO ADVENTISTA SUL BRASILEIRA DE EDUCACAO,85009300,MARINGA,-23.427,-51.94765,SDN,MGA
SDO-FBL-99717930-AGROPECUARIA DOIS VIZINHOS LTDA,99717930,VERE,-25.86442,-52.90353,SDO,FBL
SDL-CTA-89773950-CONDOMINIO WESTSIDE COMFORT RESIDENCES,89773950,CURITIBA,-25.45654,-49.29117,SDL,CTA
SDO-CEL-97060941-VILMAR SEIDEL,97060941,CORBELIA,-24.81716,-53.27892,SDO,CEL
SDT-LNA-95481249-BELAGRICOLA COMERCIO E REPRESENTACOES DE PRODUTOS AGRICOLAS S.A,95481249,LONDRINA,-23.32912,-51.17503,SDT,LNA
SDO-PTO-94833168-RENAN WILLIAN BELLAN,94833168,PATO BRANCO,-26.24754,-52.70911,SDO,PTO
SDL-CTA-1937499-INDIC INSTITUTO DE DIAGNOSTICO POR IMAGEM DE CURITIBA SS LTDA,1937499,CURITIBA,-25.41568,-49.27888,SDL,CTA
SDN-MGA-99042843-CONGREGACAO CRISTA NO BRASIL,99042843,MARINGA,-23.42484,-51.94207,SDN,MGA
SDO-TDO-96591978-SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL SENAI,96591978,MARECHAL CANDIDO RONDON,-24.56813,-54.03959,SDO,TDO
SDN-MGA-102937176-ALDO COMPONENTES ELETRONICOS LTDA,102937176,MARINGA,-23.42863,-51.90189,SDN,MGA
SDO-CEL-97614378-ATACADAO S A,97614378,CASCAVEL,-24.97887,-53.49572,SDO,CEL
SDT-LNA-97073920-SD PLASMA TRATAMENTOS TERMICOS ESPECIAIS LTDA EPP,97073920,ROLANDIA,-23.30316,-51.38781,SDT,LNA
SDL-CTA-81617550-CLARO S.A.,81617550,CURITIBA,-25.4247,-49.28089,SDL,CTA
SDO-FBL-96369361-SUPERMERCADO LUCIETTO LTDA,96369361,PLANALTO,-25.71622,-53.77008,SDO,FBL
SDL-CBN-61557056-MG8 RECICLAGEM DE PLASTICOS LTDA EPP,61557056,COLOMBO,-25.34223,-49.15249,SDL,CBN
SDN-MGA-99388936-J M SANTINI CIA LTDA EPP,99388936,MARINGA,-23.42807,-51.91511,SDN,MGA
SDL-CTA-95991751-BRIOCHE COMERCIO DE PAES E DOCES LTDA EPP,95991751,CURITIBA,-25.44535,-49.28279,SDL,CTA
SDO-CEL-94989117-EMPRESA DE RECICLAGEM PARMIGIANI LTDA,94989117,CAPITAO LEONIDAS MARQUES,-25.48386,-53.62227,SDO,CEL
SDO-TDO-96099062-CONCEN COMERCIO DE INGREDIENTES ALIMENTICIOS LTDA,96099062,MARECHAL CANDIDO RONDON,-24.56793,-54.02632,SDO,TDO
SDC-IRT-95371745-ADMILSON SOARES ME,95371745,IMBITUVA,-25.28733,-50.66587,SDC,IRT
SDL-SJP-96703466-BAGGIO E CRUZ COMERCIO DE BEBIDAS LTDA ME,96703466,FAZENDA RIO GRANDE,-25.65836,-49.30966,SDL,SJP
SDO-TDO-11680245-BRF SA,11680245,OURO VERDE DO OESTE,-24.80312,-53.81371,SDO,TDO
SDO-TDO-11551224-SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL SENAI,11551224,TOLEDO,-24.71902,-53.74381,SDO,TDO
SDO-TDO-94472947-I RIEDI E CIA LTDA,94472947,TOLEDO,-24.65148,-53.83776,SDO,TDO
SDC-TEL-43484506-COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,43484506,CURIUVA,-24.02817,-50.45941,SDC,TEL
SDN-UMU-94442002-MARISA LOJAS S A,94442002,UMUARAMA,-23.7622,-53.31449,SDN,UMU
