MES,ANO,REGIONAL,NOM_MUN_RLF,AREA,AREA_WF,UC,TENSAO_ES,TENSAO_FAT,TIPO_SS,SUB_TIPO_SS,TIPO_OS,SUB_TIPO_OS,DESCRICAO_OS,NUM_SS,NOM_USU_SITU_COS,COD_SITU_COS,DATA_CMPT_ORIG_OS,DATA_SITU_COS,DATA_CONCL_SERV_OS,DATA_LIM_OS,COD_MOTI_REJ_RRO,ETAPA,DES_OBS_ATDE_CMI,DES_OBS_EXEC_SERV_CMI,NOM_USU_INC_COS,DATA_PROGM_COS,NOM_USU_PROGM_COS
1,24,OES,AMPERE,114043,AGENCIA REALEZA,76038696,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627835976,UE_SODR3,CO,01/01/2024,02/01/2024 15:21:29,02/01/2024 15:20:00,04-JAN-24,,52.0,Unidade Sem TM. Realizar Leitura Grupo A., ,C048254,01/01/2024 00:30:00,C048254
1,24,OES,CLEVELANDIA,114011,AGENCIA PATO BRANCO,107399652,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627835978,UE_SODR4,CO,01/01/2024,02/01/2024 11:05:02,02/01/2024 11:02:00,04-JAN-24,,41.0,Unidade Sem TM. Realizar Leitura Grupo A., OK,C048254,01/01/2024 00:30:00,C048254
1,24,LES,PARANAGUA,11213,MEDICAO LESTE,81634641,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627835984,UE_SODR0,CO,01/01/2024,02/01/2024 11:07:02,02/01/2024 10:27:00,04-JAN-24,,77.0,Unidade Sem TM. Realizar Leitura Grupo A., ,C048254,01/01/2024 00:30:00,C048254
1,24,CSL,CASTRO,11113,MEDICAO CENTRO-SUL,107874741,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627835988,UE_SODR3,CO,01/01/2024,02/01/2024 12:10:04,02/01/2024 09:56:00,04-JAN-24,,74.0,Unidade Sem TM. Realizar Leitura Grupo A., LEITURA OK.,C048254,01/01/2024 00:30:00,C048254
1,24,OES,TUPASSI,114051,AGENCIA TOLEDO,110140621,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627835990,UE_SODR3,CO,01/01/2024,02/01/2024 15:03:04,02/01/2024 15:01:00,04-JAN-24,,67.0,Unidade Sem TM. Realizar Leitura Grupo A., OK LEITURA FEITA,C048254,01/01/2024 00:30:00,C048254
1,24,OES,CAFELANDIA,114021,AGENCIA CASCAVEL,108106128,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836000,UE_SODR1,CO,01/01/2024,02/01/2024 12:48:03,02/01/2024 12:18:00,04-JAN-24,,73.0,Unidade Sem TM. Realizar Leitura Grupo A.,,C048254,01/01/2024 00:30:00,C048254
1,24,NRT,LONDRINA,115036,AGENCIA LONDRINA,100337201,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836002,UE_SODR0,CO,01/01/2024,02/01/2024 10:29:03,02/01/2024 10:17:00,04-JAN-24,,72.0,Unidade Sem TM. Realizar Leitura Grupo A., - RECUPERADO LEITURA. - LACRE DEIXADO NA CX MEDIDOR 21C0135703.,C048254,01/01/2024 00:30:00,C048254
1,24,NRT,SANTA MARIANA,115021,AGENCIA CORNELIO PROCOPIO,97113611,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836004,UE_SODR4,CO,01/01/2024,02/01/2024 11:51:05,02/01/2024 11:50:00,04-JAN-24,,74.0,Unidade Sem TM. Realizar Leitura Grupo A., ,C048254,01/01/2024 00:30:00,C048254
1,24,NRT,LONDRINA,115036,AGENCIA LONDRINA,95131930,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836006,UE_SODR1,CO,01/01/2024,02/01/2024 10:29:04,02/01/2024 10:27:00,04-JAN-24,,72.0,Unidade Sem TM. Realizar Leitura Grupo A., - RECUPERADO LEITURA. LACRE DEIXADO NA CX MEDIDOR 21C0135704.,C048254,01/01/2024 00:30:00,C048254
1,24,LES,TUNAS DO PARANA,11213,MEDICAO LESTE,44118082,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627835822,UE_SODR0,CO,01/01/2024,02/01/2024 12:47:03,02/01/2024 12:32:00,04-JAN-24,,79.0,Unidade Sem TM. Realizar Leitura Grupo A., 5,C048254,01/01/2024 00:30:00,C048254
1,24,OES,FOZ DO IGUACU,114031,AGENCIA FOZ DO IGUACU,98802348,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627835824,UE_SODR2,CO,01/01/2024,02/01/2024 11:24:03,02/01/2024 11:21:00,04-JAN-24,,75.0,Unidade Sem TM. Realizar Leitura Grupo A.,,C048254,01/01/2024 00:30:00,C048254
1,24,LES,TUNAS DO PARANA,11213,MEDICAO LESTE,48085227,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627835826,UE_SODR2,CO,01/01/2024,02/01/2024 15:11:04,02/01/2024 14:42:00,04-JAN-24,,79.0,Unidade Sem TM. Realizar Leitura Grupo A., ,C048254,01/01/2024 00:30:00,C048254
1,24,OES,SANTA HELENA,114032,AGENCIA MEDIANEIRA,92944191,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627835834,UE_SODR3,CO,01/01/2024,02/01/2024 17:07:02,02/01/2024 16:48:00,04-JAN-24,,73.0,Unidade Sem TM. Realizar Leitura Grupo A.,LEIT ATIVA NIO ORIG : 00000 FEITA LEITURA HS,C048254,01/01/2024 00:30:00,C048254
1,24,CSL,CASTRO,11113,MEDICAO CENTRO-SUL,96342919,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627835840,UE_SODR2,CO,01/01/2024,02/01/2024 12:10:04,02/01/2024 11:08:00,04-JAN-24,,41.0,Unidade Sem TM. Realizar Leitura Grupo A., LEITURA OK,C048254,01/01/2024 00:30:00,C048254
1,24,LES,PIRAQUARA,11213,MEDICAO LESTE,37388690,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627835844,UE_SODR4,CO,01/01/2024,02/01/2024 12:24:03,02/01/2024 10:54:00,04-JAN-24,,65.0,Unidade Sem TM. Realizar Leitura Grupo A., REALIZADO LEITURA,C048254,01/01/2024 00:30:00,C048254
1,24,NRT,LONDRINA,115036,AGENCIA LONDRINA,105698237,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627835846,UE_SODR4,CO,01/01/2024,02/01/2024 11:02:05,02/01/2024 11:00:00,04-JAN-24,,73.0,Unidade Sem TM. Realizar Leitura Grupo A., - RECUPERADO LEITURA. LACRE DEIXADO CX MEDIDOR 21C0135705.,C048254,01/01/2024 00:30:00,C048254
1,24,OES,FOZ DO IGUACU,114031,AGENCIA FOZ DO IGUACU,91620554,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627835850,UE_SODR4,CO,01/01/2024,02/01/2024 12:21:03,02/01/2024 12:19:00,04-JAN-24,,69.0,Unidade Sem TM. Realizar Leitura Grupo A., MED DESLIGADO,C048254,01/01/2024 00:30:00,C048254
1,24,OES,MARIOPOLIS,114011,AGENCIA PATO BRANCO,93289570,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627835852,UE_SODR3,CO,01/01/2024,02/01/2024 09:56:04,02/01/2024 09:22:00,04-JAN-24,,72.0,Unidade Sem TM. Realizar Leitura Grupo A., ,C048254,01/01/2024 00:30:00,C048254
1,24,LES,SAO JOSE DOS PINHAIS,11213,MEDICAO LESTE,92361587,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627835854,UE_SODR4,CO,01/01/2024,02/01/2024 14:46:04,02/01/2024 12:02:00,04-JAN-24,,65.0,Unidade Sem TM. Realizar Leitura Grupo A., ,C048254,01/01/2024 00:30:00,C048254
1,24,NRT,ANDIRA,115023,AGENCIA SANTO ANTONIO DA PLATINA,43420419,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627835858,UE_SODR0,CO,01/01/2024,02/01/2024 10:27:06,02/01/2024 10:16:00,04-JAN-24,,75.0,Unidade Sem TM. Realizar Leitura Grupo A., LEITURA,C048254,01/01/2024 00:30:00,C048254
1,24,OES,SANTA HELENA,114032,AGENCIA MEDIANEIRA,104417846,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627835864,UE_SODR2,CO,01/01/2024,02/01/2024 18:25:02,02/01/2024 17:49:00,04-JAN-24,,41.0,Unidade Sem TM. Realizar Leitura Grupo A.,LEIT ATIVA NIO ORIG : 00000 FEITA LEITURA HS,C048254,01/01/2024 00:30:00,C048254
1,24,LES,TUNAS DO PARANA,11213,MEDICAO LESTE,83284761,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627835868,UE_SODR3,CO,01/01/2024,02/01/2024 15:11:03,02/01/2024 15:01:00,04-JAN-24,,79.0,Unidade Sem TM. Realizar Leitura Grupo A., ,C048254,01/01/2024 00:30:00,C048254
1,24,NRT,LONDRINA,115036,AGENCIA LONDRINA,94669023,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627835874,UE_SODR2,CO,01/01/2024,02/01/2024 14:23:03,02/01/2024 12:03:00,04-JAN-24,,63.0,Unidade Sem TM. Realizar Leitura Grupo A., LEITURA OK,C048254,01/01/2024 00:30:00,C048254
1,24,LES,RIO NEGRO,11213,MEDICAO LESTE,106481126,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627835876,UE_SODR3,CO,01/01/2024,02/01/2024 15:05:04,02/01/2024 13:45:00,04-JAN-24,,75.0,Unidade Sem TM. Realizar Leitura Grupo A., EXECUTADA LEITURA,C048254,01/01/2024 00:30:00,C048254
1,24,OES,RAMILANDIA,114032,AGENCIA MEDIANEIRA,87828839,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627835762,UE_SODR0,CO,01/01/2024,02/01/2024 20:25:02,02/01/2024 19:44:00,04-JAN-24,,64.0,Unidade Sem TM. Realizar Leitura Grupo A.,LEIT ATIVA NIO ORIG : 00000 FEITA LEITURA HS,C048254,01/01/2024 00:30:00,C048254
1,24,LES,FAZENDA RIO GRANDE,11213,MEDICAO LESTE,77742826,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627835768,UE_SODR3,CO,01/01/2024,02/01/2024 16:56:06,02/01/2024 16:21:00,04-JAN-24,,41.0,Unidade Sem TM. Realizar Leitura Grupo A., LEITURA EXECUTADA,C048254,01/01/2024 00:30:00,C048254
1,24,NRT,LONDRINA,115036,AGENCIA LONDRINA,46051325,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627835772,UE_SODR2,CO,01/01/2024,02/01/2024 14:37:03,02/01/2024 14:36:00,04-JAN-24,,70.0,Unidade Sem TM. Realizar Leitura Grupo A., REALUZADO LEITURA,C048254,01/01/2024 00:30:00,C048254
1,24,OES,CORONEL DOMINGOS SOARES,114011,AGENCIA PATO BRANCO,20311419,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627835774,UE_SODR2,CO,01/01/2024,02/01/2024 13:24:02,02/01/2024 11:08:00,04-JAN-24,,64.0,Unidade Sem TM. Realizar Leitura Grupo A., ,C048254,01/01/2024 00:30:00,C048254
1,24,OES,PEROLA DOESTE,114043,AGENCIA REALEZA,48651940,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627835780,UE_SODR0,CO,01/01/2024,02/01/2024 09:34:05,02/01/2024 09:33:00,04-JAN-24,,75.0,Unidade Sem TM. Realizar Leitura Grupo A., ,C048254,01/01/2024 00:30:00,C048254
1,24,OES,MATELANDIA,114032,AGENCIA MEDIANEIRA,40994724,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627835784,UE_SODR3,CO,01/01/2024,02/01/2024 14:18:02,02/01/2024 14:17:00,04-JAN-24,,64.0,Unidade Sem TM. Realizar Leitura Grupo A.,LEIT ATIVA NIO ORIG : 0000 FEITA LEITURA HS,C048254,01/01/2024 00:30:00,C048254
1,24,OES,MATELANDIA,114032,AGENCIA MEDIANEIRA,40995305,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627835786,UE_SODR2,CO,01/01/2024,02/01/2024 14:06:04,02/01/2024 13:57:00,04-JAN-24,,64.0,Unidade Sem TM. Realizar Leitura Grupo A.,LEIT ATIVA NIO ORIG : 00000 FEITA LEITURA HS,C048254,01/01/2024 00:30:00,C048254
1,24,LES,PIRAQUARA,11213,MEDICAO LESTE,107467429,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836154,UE_SODR2,CO,01/01/2024,02/01/2024 12:24:03,02/01/2024 10:03:00,04-JAN-24,,65.0,Unidade Sem TM. Realizar Leitura Grupo A., REALIZADO LEITURA,C048254,01/01/2024 00:30:00,C048254
1,24,NRO,CIANORTE,113023,AGENCIA CIANORTE,108630617,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836190,UE_SODR0,CO,01/01/2024,02/01/2024 15:56:03,02/01/2024 15:49:00,04-JAN-24,,57.0,Unidade Sem TM. Realizar Leitura Grupo A., FEITO LEITURA OK,C048254,01/01/2024 00:30:00,C048254
1,24,OES,PLANALTO,114043,AGENCIA REALEZA,106706403,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836194,UE_SODR1,CO,01/01/2024,02/01/2024 16:13:03,02/01/2024 15:29:00,04-JAN-24,,75.0,Unidade Sem TM. Realizar Leitura Grupo A., ,C048254,01/01/2024 00:30:00,C048254
1,24,OES,CAPANEMA,114043,AGENCIA REALEZA,106720848,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836198,UE_SODR1,CO,01/01/2024,02/01/2024 11:22:08,02/01/2024 10:58:00,04-JAN-24,,41.0,Unidade Sem TM. Realizar Leitura Grupo A., ,C048254,01/01/2024 00:30:00,C048254
1,24,OES,FRANCISCO BELTRAO,114041,AGENCIA FRANCISCO BELTRAO,49011260,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836212,UE_SODR0,CO,01/01/2024,02/01/2024 15:17:03,02/01/2024 15:05:00,04-JAN-24,,77.0,Unidade Sem TM. Realizar Leitura Grupo A., ENVIADO LEITURAS,C048254,01/01/2024 00:30:00,C048254
1,24,NRT,SANTA MARIANA,115021,AGENCIA CORNELIO PROCOPIO,48443522,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836214,UE_SODR0,CO,01/01/2024,02/01/2024 11:51:05,02/01/2024 11:30:00,04-JAN-24,,54.0,Unidade Sem TM. Realizar Leitura Grupo A., ,C048254,01/01/2024 00:30:00,C048254
1,24,CSL,GUARAPUAVA,11113,MEDICAO CENTRO-SUL,105150622,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836224,UE_SODR2,CO,01/01/2024,02/01/2024 11:58:03,02/01/2024 11:40:00,04-JAN-24,,54.0,Unidade Sem TM. Realizar Leitura Grupo A., ,C048254,01/01/2024 00:30:00,C048254
1,24,CSL,BITURUNA,11113,MEDICAO CENTRO-SUL,106429485,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836228,UE_SODR2,CO,01/01/2024,02/01/2024 13:21:03,02/01/2024 12:08:00,04-JAN-24,,41.0,Unidade Sem TM. Realizar Leitura Grupo A., LEITURA RECUPERADA,C048254,01/01/2024 00:30:00,C048254
1,24,CSL,PONTA GROSSA,11113,MEDICAO CENTRO-SUL,91355540,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836230,UE_SODR0,CO,01/01/2024,02/01/2024 16:38:02,02/01/2024 16:37:00,04-JAN-24,,77.0,Unidade Sem TM. Realizar Leitura Grupo A., LEITURA OK,C048254,01/01/2024 00:30:00,C048254
1,24,CSL,PONTA GROSSA,11113,MEDICAO CENTRO-SUL,4334671,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836232,UE_SODR4,CO,01/01/2024,02/01/2024 12:47:12,02/01/2024 12:35:00,04-JAN-24,,64.0,Unidade Sem TM. Realizar Leitura Grupo A., LEITURA OK,C048254,01/01/2024 00:30:00,C048254
1,24,OES,SALTO DO LONTRA,114043,AGENCIA REALEZA,109647157,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836234,UE_SODR0,CO,01/01/2024,02/01/2024 09:02:03,02/01/2024 09:01:00,04-JAN-24,,67.0,Unidade Sem TM. Realizar Leitura Grupo A., ,C048254,01/01/2024 00:30:00,C048254
1,24,OES,SANTA IZABEL DO OESTE,114043,AGENCIA REALEZA,109156293,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836236,UE_SODR3,CO,01/01/2024,02/01/2024 13:51:03,02/01/2024 13:49:00,04-JAN-24,,67.0,Unidade Sem TM. Realizar Leitura Grupo A., ,C048254,01/01/2024 00:30:00,C048254
1,24,OES,ASSIS CHATEAUBRIAND,114051,AGENCIA TOLEDO,109360940,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836238,UE_SODR3,CO,01/01/2024,02/01/2024 18:28:02,02/01/2024 17:12:00,04-JAN-24,,74.0,Unidade Sem TM. Realizar Leitura Grupo A., LEITURA EXECUTADA,C048254,01/01/2024 00:30:00,C048254
1,24,LES,MANDIRITUBA,11213,MEDICAO LESTE,111114357,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836118,UE_SODR1,CO,01/01/2024,02/01/2024 10:57:04,02/01/2024 10:16:00,04-JAN-24,,72.0,Unidade Sem TM. Realizar Leitura Grupo A., LEITURA EXECUTADA,C048254,01/01/2024 00:30:00,C048254
1,24,LES,CERRO AZUL,11213,MEDICAO LESTE,109023595,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836122,UE_SODR1,CO,01/01/2024,02/01/2024 11:56:03,02/01/2024 11:33:00,04-JAN-24,,64.0,Unidade Sem TM. Realizar Leitura Grupo A., ,C048254,01/01/2024 00:30:00,C048254
1,24,CSL,TIBAGI,11113,MEDICAO CENTRO-SUL,106445758,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836124,UE_SODR2,CO,01/01/2024,02/01/2024 12:50:02,02/01/2024 10:04:00,04-JAN-24,,41.0,Unidade Sem TM. Realizar Leitura Grupo A., LEITURA REALIZADA,C048254,01/01/2024 00:30:00,C048254
1,24,CSL,PIRAI DO SUL,11113,MEDICAO CENTRO-SUL,18910807,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836126,UE_SODR1,CO,01/01/2024,02/01/2024 13:14:02,02/01/2024 13:09:00,04-JAN-24,,41.0,Unidade Sem TM. Realizar Leitura Grupo A., ,C048254,01/01/2024 00:30:00,C048254
1,24,NRO,CAMPINA DA LAGOA,113013,AGENCIA UBIRATA,50776029,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836130,UE_SODR3,CO,01/01/2024,02/01/2024 15:04:02,02/01/2024 14:53:00,04-JAN-24,,75.0,Unidade Sem TM. Realizar Leitura Grupo A., LEITURA REALIZADA,C048254,01/01/2024 00:30:00,C048254
1,24,NRT,TAMARANA,115036,AGENCIA LONDRINA,107933519,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836132,UE_SODR2,CO,01/01/2024,02/01/2024 17:51:03,02/01/2024 16:46:00,05-JAN-24,,63.0,Unidade Sem TM. Realizar Leitura Grupo A., LEITURA OK,C048254,01/01/2024 00:30:00,C048254
1,24,NRT,LONDRINA,115036,AGENCIA LONDRINA,107207664,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836134,UE_SODR1,CO,01/01/2024,02/01/2024 14:23:02,02/01/2024 12:33:00,04-JAN-24,,63.0,Unidade Sem TM. Realizar Leitura Grupo A., ,C048254,01/01/2024 00:30:00,C048254
1,24,OES,FOZ DO IGUACU,114031,AGENCIA FOZ DO IGUACU,52107477,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836144,UE_SODR0,CO,01/01/2024,02/01/2024 09:52:02,02/01/2024 09:46:00,04-JAN-24,,76.0,Unidade Sem TM. Realizar Leitura Grupo A., OK,C048254,01/01/2024 00:30:00,C048254
1,24,OES,CAFELANDIA,114021,AGENCIA CASCAVEL,108098680,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836150,UE_SODR2,CO,01/01/2024,02/01/2024 12:48:03,02/01/2024 12:33:00,04-JAN-24,,73.0,Unidade Sem TM. Realizar Leitura Grupo A., REC EFETUADO COM SUCESSO,C048254,01/01/2024 00:30:00,C048254
1,24,LES,MANDIRITUBA,11213,MEDICAO LESTE,106651471,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836152,UE_SODR2,CO,01/01/2024,02/01/2024 10:57:04,02/01/2024 10:47:00,04-JAN-24,,72.0,Unidade Sem TM. Realizar Leitura Grupo A.," LEITURA EXECUTADA, SOLICITADO A GERACAO DE FISCALIZACAO, POIS CHAV3 DE AFERICAO ESTAVA SEM LACRE ASSIM COMO TAMPA DA CAIXA",C048254,01/01/2024 00:30:00,C048254
1,24,OES,PALMAS,114011,AGENCIA PATO BRANCO,109216580,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836244,UE_SODR1,CO,01/01/2024,02/01/2024 13:24:03,02/01/2024 12:02:00,04-JAN-24,,68.0,Unidade Sem TM. Realizar Leitura Grupo A., ,C048254,01/01/2024 00:30:00,C048254
1,24,OES,PEROLA DOESTE,114043,AGENCIA REALEZA,108554295,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836246,UE_SODR3,CO,01/01/2024,02/01/2024 10:03:02,02/01/2024 10:00:00,04-JAN-24,,61.0,Unidade Sem TM. Realizar Leitura Grupo A., ,C048254,01/01/2024 00:30:00,C048254
1,24,LES,PIRAQUARA,11213,MEDICAO LESTE,106159518,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836252,UE_SODR0,CO,01/01/2024,02/01/2024 15:41:05,02/01/2024 15:40:00,04-JAN-24,,65.0,Unidade Sem TM. Realizar Leitura Grupo A., LEITURA REALIZADA,C048254,01/01/2024 00:30:00,C048254
1,24,OES,FOZ DO IGUACU,114031,AGENCIA FOZ DO IGUACU,53644085,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836256,UE_SODR4,CO,01/01/2024,02/01/2024 09:52:02,02/01/2024 09:39:00,04-JAN-24,,76.0,Unidade Sem TM. Realizar Leitura Grupo A., OK,C048254,01/01/2024 00:30:00,C048254
1,24,OES,CAPANEMA,114043,AGENCIA REALEZA,106653768,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836258,UE_SODR0,CO,01/01/2024,02/01/2024 11:22:04,02/01/2024 11:12:00,04-JAN-24,,41.0,Unidade Sem TM. Realizar Leitura Grupo A., ,C048254,01/01/2024 00:30:00,C048254
1,24,OES,SALTO DO LONTRA,114043,AGENCIA REALEZA,103952829,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836260,UE_SODR2,CO,01/01/2024,02/01/2024 10:27:10,02/01/2024 10:21:00,04-JAN-24,,41.0,Unidade Sem TM. Realizar Leitura Grupo A., ,C048254,01/01/2024 00:30:00,C048254
1,24,OES,FOZ DO IGUACU,114031,AGENCIA FOZ DO IGUACU,43333567,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836262,UE_SODR3,CO,01/01/2024,02/01/2024 15:20:03,02/01/2024 15:18:00,04-JAN-24,,78.0,Unidade Sem TM. Realizar Leitura Grupo A., OK,C048254,01/01/2024 00:30:00,C048254
1,24,CSL,PORTO VITORIA,11113,MEDICAO CENTRO-SUL,109818172,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836270,UE_SODR0,CO,01/01/2024,02/01/2024 13:21:02,02/01/2024 10:32:00,04-JAN-24,,52.0,Unidade Sem TM. Realizar Leitura Grupo A., LEITURA RECUPERADA,C048254,01/01/2024 00:30:00,C048254
1,24,OES,SANTO ANTONIO DO SUDOESTE,114043,AGENCIA REALEZA,105911348,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836072,UE_SODR0,CO,01/01/2024,02/01/2024 12:31:02,02/01/2024 12:01:00,04-JAN-24,,74.0,Unidade Sem TM. Realizar Leitura Grupo A., ENVIADO LEITURAS,C048254,01/01/2024 00:30:00,C048254
1,24,NRO,RONCADOR,113013,AGENCIA UBIRATA,105255521,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836076,UE_SODR2,CO,01/01/2024,02/01/2024 17:20:04,02/01/2024 14:41:00,04-JAN-24,,41.0,Unidade Sem TM. Realizar Leitura Grupo A., RECUPERACAO DE LEITURA EEM REMOTA INSTALADA,C048254,01/01/2024 00:30:00,C048254
1,24,OES,SANTO ANTONIO DO SUDOESTE,114043,AGENCIA REALEZA,57722609,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836078,UE_SODR2,CO,01/01/2024,02/01/2024 12:31:03,02/01/2024 12:12:00,04-JAN-24,,74.0,Unidade Sem TM. Realizar Leitura Grupo A., ENVIADK LEITURAS,C048254,01/01/2024 00:30:00,C048254
1,24,CSL,BITURUNA,11113,MEDICAO CENTRO-SUL,80781250,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836080,UE_SODR0,CO,01/01/2024,02/01/2024 13:21:02,02/01/2024 13:13:00,04-JAN-24,,73.0,Unidade Sem TM. Realizar Leitura Grupo A., LEOTURA RECUPERADA,C048254,01/01/2024 00:30:00,C048254
1,24,NRT,ABATIA,115023,AGENCIA SANTO ANTONIO DA PLATINA,108250482,A,A,SG,MSC,MS,733,SCO - LEITURA CLIENTES GRUPO A - CATIVO,20245627836082,UE_SODR4,CO,01/01/2024,02/01/2024 16:32:04,02/01/2024 16:30:00,04-JAN-24,,57.0,Unidade Sem TM. Realizar Leitura Grupo A., ,C048254,01/01/2024 00:30:00,C048254
