COD_UN_CONS_UEE,COD_CLAS_CONS_UEE,NOM_COMP_CLI,COD_GRU_TENS_ORIG_UEE,COD_GRU_TENS_FAT_UEE,COD_SITU_UEE,SIG_REGI_RLF,NOM_MUN_RLF,ETAPA,QTD_TENS_LIG_UEE,QTD_TENS_SEC_UEE,DTA_SITU_UEE,COD_TIPO_EQIP_REU,NUM_EQIP_REU,DTA_INS_REU,ENDERECO,NUMERO
100920543,5577,SOMARE IGUASSU TERAPIA LTDA,A,A,LG,OES,FOZ DO IGUACU,41,13800,,07/08/20,RG,35602460,17/10/16,R SANTO RAFAGNIN,600
100919669,5512,IRMAOS MUFFATO S A,A,A,LG,LES,CURITIBA,61,13800,,17/10/16,RG,32600065,03/09/19,AV COPAIBA,3413
100919375,4638,IRMAOS MUFFATO S A,A,A,LG,LES,CURITIBA,86,13800,,30/09/16,RG,39681164,05/09/19,AV COPAIBA,3413
100916988,5524,ASSOCIACAO EDUCACIONAL IMUB DE MARINGA,A,A,LG,NRO,MARINGA,56,13800,,01/02/23,RG,35602016,22/09/23,R DAS CAMELIAS,756
100910866,7202,MUNICIPIO DE ALTO PARAISO,A,A,LG,NRO,ALTO PARAISO,77,13800,,30/11/16,RG,35600331,30/11/16,R PRFA RITA HELENA GARCIA MELLO,1980
100904882,4625,BELAGRICOLA COMERCIO E REPRESENTACOES DE PRODUTOS AGRICOLAS S A,A,A,LG,NRT,ROLANDIA,65,13800,,31/10/19,RG,35600225,12/01/17,AV PRES VARGAS,500
100902820,4893,CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,A,A,LG,LES,CURITIBA,86,13800,,12/01/17,RG,39681068,16/06/23,AV MAL FLORIANO PEIXOTO,7481
100889689,372,ROLTENS INDUSTRIA DE PECAS AUTOMOTIVAS LTDA,A,A,LG,NRO,MARINGA,57,13800,,23/08/16,RG,35600342,23/08/16,R RODOLFO CREMM,11744
100888291,206,DE SANGOSSE AGROQUIMICA LTDA,A,A,LG,NRT,IBIPORA,41,13800,,15/12/16,RG,40621703,18/11/21,AV RICARDO EIK MENDES BORGES,5800
100882110,4147,COMERCIO DE CEREAIS CULTURA LTDA,A,A,LG,LES,QUITANDINHA,72,13800,,10/03/17,RG,35601543,21/08/23,EST PRAIA GRANDE,
100875319,4158,CRBS S A,A,A,LG,OES,FRANCISCO BELTRAO,77,13800,,27/01/17,RG,35600070,06/10/16,ROD PR 483,
100870279,4625,IND E COM DE PRODUTOS AGRICOLAS MENOSSI LTDA,A,A,LG,NRT,ITAMBARACA,77,13800,,02/06/17,RG,40624072,29/06/22,ROD PR 517,0
100869262,51,COOPAVEL COOPERATIVA AGROINDUSTRIAL,A,A,LG,OES,CASCAVEL,86,34500,,23/02/17,RG,40681759,09/12/20,ROD BR 277,
100868380,179,DM120 IMPRESSAO DIGITAL LTDA,A,A,LG,LES,CURITIBA,62,13800,,26/09/16,RG,35600640,26/09/16,R SAO SALVADOR,60
100865305,4642,EDINEI LORES BUENO CIA LTDA,A,A,LG,LES,ALMIRANTE TAMANDARE,62,13800,,23/08/17,RG,35602805,23/08/17,R IRENE COLODEL DA CRUZ,54
100862071,4144,PLANTARVET COMERCIO DE INSUMOS LTDA,A,A,LG,LES,SAO JOSE DOS PINHAIS,66,13800,,10/10/17,RG,40622918,31/03/21,R SALOMAO MIGUEL NASSER,1277
100855903,8065,FRIMESA COOPERATIVA CENTRAL,A,A,LG,OES,MARECHAL CANDIDO RONDON,68,13800,,26/07/17,RG,35601662,26/07/17,R SAO MARCOS,
100854982,3445,COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,A,A,LG,LES,ARAUCARIA,67,13800,,14/12/16,RG,35601456,14/12/16,ROD BR 476 DO XISTO,0
100847838,4642,SUPERMERCADO GUGUY LTDA,A,A,LG,NRO,PARANAVAI,86,13800,,03/10/16,RG,40681693,12/07/21,AV PRES TANCREDO NEVES,1075
100843492,4657,POSTO TIO ZICO IV LTDA,A,A,LG,LES,ARAUCARIA,63,13800,,01/11/16,RG,35601464,01/11/16,ROD BR 476 DO XISTO,0
100839983,8053,GRANJA FARIA S A,A,A,LG,NRT,CONGONHINHAS,86,34500,,14/08/17,RG,38680888,21/08/18,EST DOS BATISTAS,201
100836186,205,BIOMA INDUSTRIA COMERCIO E DISTRIBUICAO LTDA,A,A,LG,LES,FAZENDA RIO GRANDE,68,13800,,02/03/17,RG,40623429,23/10/23,EST RURAL ADAO ROIK,1636
100833802,8013,JOEL LUCAS MALANSKI,A,A,LG,CSL,FERNANDES PINHEIRO,62,13800,,14/11/18,RG,31607291,27/02/18,ROD BR 277,0
100833390,5561,CENTRO DIAGNOSTICO AGUA VERDE LTDA,A,A,LG,LES,CURITIBA,47,13800,,29/09/16,RG,35600587,29/09/16,AV SETE DE SETEMBRO,6647
100832873,4244,ZIELINSKI CIA LTDA,A,A,LG,OES,BRAGANEY,74,34500,,18/11/16,RG,35602425,18/11/16,AV BOSSOLAN,0
100831168,4601,ADVANCE EQUIPAMENTOS MEDICOS E HOSPITALARES LTDA,A,A,LG,NRT,LONDRINA,49,13800,,17/04/17,RG,35600189,17/04/17,AV DEZ DE DEZEMBRO,7080
100831117,449,JANDERSON STRESSER DE MEIRA COMERCIO E BENEFICIAMENTO DE MADEIRAS,A,A,LG,LES,ITAPERUCU,77,13800,,15/08/17,RG,35602261,15/08/17,R EUGENIO CHEVONICA,0
100829554,271,ALLPLUS INDUSTRIA E COMERCIO DE ALUMINIO LTDA,A,A,LG,OES,FRANCISCO BELTRAO,66,34500,,14/01/17,RG,35600071,14/01/17,LIN EVA,
100828400,384,G M O INDUSTRIA E COMERCIO LTDA,A,A,LG,LES,CAMPINA GRANDE DO SUL,75,13800,,02/03/17,RG,35601521,02/03/17,R LUIZ DE BORTOLI,648
100825567,5543,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL SENAI,A,A,LG,LES,PINHAIS,69,13800,,04/01/17,RG,35601458,04/01/17,R QUINZE DE OUTUBRO,1207
100825150,208,POOLTECNICA QUIMICA LTDA,A,A,LG,NRO,MARINGA,47,13800,,28/10/16,RG,35600381,28/10/16,R BRAZ IZELLI,607
100824218,5544,POLICLINICA SAO VICENTE DE PAULA LTDA,A,A,LG,OES,FRANCISCO BELTRAO,46,13800,,30/06/16,RG,35600361,14/06/18,R VER ROMEU LAURO WERLANG,1537
100820654,4629,KLOECKNER METALS BRASIL LTDA,A,A,LG,LES,ARAUCARIA,47,13800,,24/11/16,RG,40622956,08/06/21,R JORGE TIETO IWASA,608
100818390,266,ARAMETRIX INDUSTRIA E COMERCIO DE ARAMES LTDA,A,A,LG,LES,SAO JOSE DOS PINHAIS,64,13800,,17/11/16,RG,35602743,28/03/22,R TEREZINHA IVANIR DE MORAIS,480
100815804,8051,LAR COOPERATIVA AGROINDUSTRIAL,A,A,LG,OES,SANTA HELENA,73,13800,,26/06/17,RG,35600822,20/11/18,LIN STO ANTONIO,0
100812740,5706,CONDOMINIO MAJESTIC RESIDENCE,A,A,LG,NRO,MARINGA,71,13800,,06/02/18,RG,35601931,01/12/17,AV TAMANDARE,100
100809502,7202,MUNICIPIO DE ARAPONGAS,A,A,LG,NRT,ARAPONGAS,70,13800,,05/10/17,RG,31604435,05/10/17,R CAPITAO DO MATO,
100797113,3445,COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,A,A,LG,NRT,CARLOPOLIS,72,13800,,12/02/19,RG,32601257,12/02/19,EST JABOTICABAL,0
100797075,3445,COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,A,A,LG,NRT,LONDRINA,76,13800,,16/07/23,RG,40622305,16/07/23,AV HIGIENOPOLIS,75
100792987,4642,IRMAOS MUFFATO S A,A,A,LG,NRT,LONDRINA,86,13800,,17/06/16,RG,37680728,20/06/17,AV SILVIO DE BARROS,100
100789765,237,DUARTE VIDROS LTDA,A,A,LG,NRT,LONDRINA,45,13800,,13/09/16,RG,35602523,23/06/21,AV ANGELINA RICCI VEZOZZO,640
100783023,4854,BANCO DO BRASIL SA,A,A,LG,LES,CURITIBA,78,13800,,22/06/16,RG,40622388,01/06/23,R VISC DO RIO BRANCO,1488
100773648,53,FRIMESA COOPERATIVA CENTRAL,A,A,LG,OES,MEDIANEIRA,69,13800,,24/03/17,RG,35602446,24/03/17,R BAHIA,159
100772854,7307,SECRETARIA DE ESTADO DA SEGURANCA PUBLICA,A,A,LG,LES,CURITIBA,62,13800,,03/07/17,RG,35603012,03/07/17,R PAULO TURKIEWICZ,0
100772676,460,SAO LUIZ ENERGETICA S A,A,A,LG,OES,CORONEL DOMINGOS SOARES,85,138000,,08/04/22,RG,200292302,08/04/22,LIN IRATIM,
100764673,4656,JAVAN CONVENIENCIAS LTDA,A,A,LG,LES,CURITIBA,71,13800,,23/03/23,RG,35601478,07/03/17,R LEOPOLDO DE LAZARI,440
100758495,4698,C A MODAS S A,A,A,LG,OES,FOZ DO IGUACU,86,13800,,29/01/21,RG,40681771,13/01/23,AV DAS CATARATAS,3570
100756271,460,CASTRO ENERGIA LTDA,A,A,LG,CSL,CASTRO,85,34500,,21/09/17,RG,1515003,08/03/19,ROD PR 340,
100755933,7202,MUNICIPIO DE FRANCISCO BELTRAO,A,A,LG,OES,FRANCISCO BELTRAO,66,13800,,05/06/17,RG,40623588,16/08/22,R PONTA GROSSA,2440
100752128,4642,HAMUD SUPERMERCADO LTDA,A,A,LG,OES,LARANJEIRAS DO SUL,76,13800,,26/09/16,RG,40624370,08/06/21,R MARECHAL CANDIDO RONDON,1631
100751385,351,GAURUSS EQUIPAMENTOS AGRICOLAS LTDA,A,A,LG,OES,PRANCHITA,74,13800,,17/11/16,RG,35600047,17/11/16,R TOCANTINS,462
100748317,4672,MOVEIS CAMPO LARGO INDUSTRIA E COMERCIO LTDA,A,A,LG,LES,CURITIBA,63,13800,,10/03/17,RG,35601489,09/01/17,R BRIG FRANCO,3700
100743463,4808,IRMAOS MUFFATO S A,A,A,LG,LES,CURITIBA,68,13800,,11/11/16,RG,35600600,11/11/16,AV JUSCELINO KUBITSCHEK DE OLIVEIRA,2211
100743269,4638,IRMAOS MUFFATO S A,A,A,LG,LES,CURITIBA,86,13800,,11/11/16,RG,37680709,18/05/17,AV JUSCELINO KUBITSCHEK DE OLIVEIRA,2211
100741789,107,CERVEJARIA CATHEDRAL LTDA,A,A,LG,NRO,MARINGA,75,13800,,04/11/16,RG,41683301,08/11/23,AV DR ALEXANDRE RASGULAEFF,5733
100737153,5596,SERVICO SOCIAL DO COMERCIO SESC AR PARANA,A,A,LG,LES,SAO JOSE DOS PINHAIS,44,13800,,09/08/16,RG,35600583,09/08/16,AV ROCHA POMBO,2864
100732828,4813,JOSE CARLOS RAMOS,A,A,LG,NRT,CAMBE,64,34500,,19/10/17,RG,31604430,19/10/17,EST TIGRE,0
100730353,6405,DONIZETE APARECIDO LIMA,A,A,LG,NRO,JANIOPOLIS,76,13800,,12/12/18,RG,40625388,14/10/23,EST PARANAGUACU PRIMAVERA,
100728308,5618,IMPERIO DOS PEIXES LTDA,A,A,LG,NRO,UMUARAMA,70,34500,,16/03/23,RG,35601110,08/08/16,EST JUVENAL,
100725929,4698,POLO WEAR FOZ DO IGUACU COMERCIO DE CONFECCOES LTDA,A,A,LG,OES,FOZ DO IGUACU,76,13800,,08/06/16,RG,35602413,08/06/16,AV DAS CATARATAS,3570
100722563,4628,BUSCHLE E LEPPER SA,A,A,LG,LES,CURITIBA,76,13800,,22/12/16,RG,35601443,22/12/16,ROD BR 116,14951
100721753,4642,GRICZINSKI ATACADO E VAREJO LTDA,A,A,LG,CSL,IRATI,86,13800,,22/11/16,RG,40681955,14/01/21,R DEZENOVE DE DEZEMBRO,101
100720978,4318,CINEMARK BRASIL S A,A,A,LG,OES,FOZ DO IGUACU,86,13800,,07/06/16,RG,40682186,16/11/20,AV DAS CATARATAS,3570
100707980,8046,JOSE SERBER,A,A,LG,CSL,TEIXEIRA SOARES,75,34500,,19/08/16,RG,31603639,19/08/16,POV FAXINALZINHO,0
100704000,7202,MUNICIPIO DE MARINGA,A,A,LG,NRO,MARINGA,77,13800,,09/08/17,RG,35602657,09/08/17,R PNO IZALTINO MARTINS GOMES,619
100701132,5500,COMPANHIA DE TECNOLOGIA E DESENVOLVIMENTO S A,A,A,LG,NRT,LONDRINA,63,13800,,25/11/21,RG,40624254,25/11/21,R HENRIQUE CAETANO GOMES DIAS,300
100700730,231,C F EMBALAGENS LTDA,A,A,LG,NRT,CAMBE,65,13800,,19/08/16,RG,35601015,19/08/16,AV ESPERANCA,894
100699162,5416,M RUIZ PARTICIPACOES LTDA EPP,A,A,LG,LES,COLOMBO,72,13800,,25/11/16,RG,35600626,25/11/16,R DORVAL CECCON,664
100698476,5420,M3 ADMINISTRACAO E COBRANCA LTDA,A,A,LG,LES,COLOMBO,86,13800,,25/11/16,RG,40681957,05/01/21,R DORVAL CECCON,664
100692281,5549,PRIMA MEDICINA RADIOLOGIA E DIAGNOSTICO POR IMAGEM LTDA,A,A,LG,LES,PINHAIS,68,13800,,26/08/16,RG,35600597,26/08/16,R BOLSAO DOS PAPAGAIOS,48
100684734,5703,SINDICATO DOS EMPREGADOS NO COMERCIO DE MARINGA,A,A,LG,NRO,MARINGA,72,13800,,11/11/16,RG,35602030,11/11/16,R ARTHUR THOMAS,426
100684343,6200,ARIA RESIDENCE,A,A,LG,NRT,LONDRINA,72,13800,,31/05/16,RG,35601004,31/05/16,R ANTONIO PISICCHIO,50
100681646,5528,ASSOCIACAO HOSPITALAR DE PROT INFANCIA DR RAUL CARNEIRO,A,A,LG,LES,CURITIBA,62,13800,,11/10/16,RG,35600527,11/10/16,AV IGUACU,110
100673198,5558,LABCENTER LABORATORIO DE ANALISES CLINICAS LTDA,A,A,LG,NRT,SERTANOPOLIS,41,13800,,05/04/17,RG,35600264,05/04/17,R GERVASIO MORALES,638
100669980,432,MAX INCORPORADORA LTDA,A,A,LG,LES,PINHAIS,49,13800,,26/06/17,RG,31603960,22/07/22,R GRACA ARANHA,970
100667279,5596,SERVICO SOCIAL DO COMERCIO SESC AR PARANA,A,A,LG,CSL,UNIAO DA VITORIA,72,13800,,05/12/17,RG,35600457,05/12/17,R VALENTIN VARACOSKI,185
100666701,5543,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL,A,A,LG,CSL,UNIAO DA VITORIA,72,13800,,05/12/17,RG,35602761,05/12/17,R VALENTIN VARACOSKI,161
100659730,4153,R L COMERCIO DE FRIOS LTDA,A,A,LG,LES,COLOMBO,53,13800,,15/12/16,RG,31607743,24/10/17,R JOSE GARIB,287
100648614,108,MINERADORA E DISTRIBUIDORA DE AGUA MINERAL SAO JOSE LTDA,A,A,LG,NRT,ROLANDIA,72,13800,,13/12/17,RG,31604436,13/12/17,EST CAMBE,0
100647855,5800,SUKYO MAHIKARI DO BRASIL,A,A,LG,LES,CURITIBA,42,13800,,01/09/16,RG,35602945,19/03/18,AV MAL HUMBERTO DE ALENCAR CASTELO BRANCO,411
100646778,5561,RADIOCLINICA DIAGNOSTICO POR IMAGEM E REUMATOLOGIA LTDA,A,A,LG,NRO,UMUARAMA,52,13800,,09/11/16,RG,35601229,09/11/16,AV ANGELO MOREIRA DA FONSECA,3787
100646093,4859,CREDIALIANCA COOPERATIVA DE CREDITO RURAL,A,A,LG,NRT,ROLANDIA,45,13800,,15/03/17,RG,35600217,15/03/17,AV PRES BERNARDES,1000
100645950,460,USINA HIDRELETRICA PARANHOS LTDA,A,A,LG,OES,SAO JORGE DOESTE,85,34500,,05/12/23,RG,416264,05/12/23,ROD VL PARANHOS A S JORDE DOESTE,0
100643299,4858,COOP CRED POUP INVEST C GERAIS GR CURITIBA SICREDI C G GR CTBA PR SP,A,A,LG,CSL,PONTA GROSSA,56,13800,,19/05/16,RG,31606746,19/05/16,AV ERNESTO VILELA,1001
100638953,5704,INSTITUICAO ADVENTISTA SUL BRASILEIRA DE EDUCACAO,A,A,LG,LES,CURITIBA,53,13800,,31/08/16,RG,35600599,31/08/16,R BOM PASTOR,606
100634362,70,EVEREST INDUSTRIA DE ALIMENTOS LTDA,A,A,LG,OES,ITAIPULANDIA,86,34500,,09/11/16,RG,40682440,07/11/23,R OLAVO BILAC,1360
100633714,7312,SECRETARIA DE ESTADO DA EDUCACAO SEED,A,A,LG,NRT,MANOEL RIBAS,66,34500,,26/03/18,RG,40620917,09/08/23,ROD PR 487,
100632777,358,DAMIANI INDUSTRIA E COMERCIO DE MAQUINAS E EQUIPAMENTOS LTDA,A,A,LG,LES,PARANAGUA,72,13800,,22/11/16,RG,35600612,22/11/16,R BR RIO BRANCO,906
100628583,5585,D AGOSTINI CLINICA MEDICA LTDA,A,A,LG,LES,LAPA,74,13800,,13/02/17,RG,35601441,13/02/17,R TTE HENRIQUE DOS SANTOS,360
100627412,4699,CALCENTER CALCADOS CENTRO OESTE LTDA,A,A,LG,OES,FOZ DO IGUACU,86,13800,,06/06/16,RG,40682193,10/03/21,AV DAS CATARATAS,3570
100627188,3445,COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,A,A,LG,LES,CURITIBA,41,13800,,31/01/17,RG,35601473,01/02/21,R CANAL BELEM,10400
100626378,4668,CASSOL MATERIAIS DE CONSTRUCAO LTDA,A,A,LG,LES,CURITIBA,86,13800,,16/06/16,RG,37680711,20/07/17,AV MAL FLORIANO PEIXOTO,4742
100616127,465,FERTIBIO DO BRASIL INDUSTRIA DE FERTILIZANTES LTDA,A,A,LG,CSL,PONTA GROSSA,43,13800,,16/08/16,RG,31606797,16/08/16,R LAURO CORREA,500
100612431,6200,NEO PALHANO RESIDENCE,A,A,LG,NRT,LONDRINA,79,13800,,20/05/16,RG,35600960,20/05/16,R TEREZA ZANETTE LOPES,80
100612075,3445,COMPANHIA DE SANEAMENTO DO PARANA SANEPAR,A,A,LG,LES,MATINHOS,71,13800,,25/11/16,RG,35600632,25/11/16,R PORTO VELHO,0
100610862,7312,SECRETARIA DE ESTADO DA EDUCACAO SEED,A,A,LG,NRT,LONDRINA,70,13800,,11/04/17,RG,30601031,11/04/17,R BRASIL,1047
100609333,7219,MUNICIPIO DE MARECHAL CANDIDO RONDON,A,A,LG,OES,MARECHAL CANDIDO RONDON,73,13800,,02/12/16,RG,35602481,02/12/16,R SETE DE SETEMBRO,803
100598633,5624,ADUEM ASSOC DOS DOCENTES DA UNIVERSIDADE EST DE MARINGA,A,A,LG,NRO,MARINGA,77,13800,,24/11/16,RG,35600326,24/11/16,R ALENCAR OLIVEIRA PAIVA,138
100597033,8408,COOPAVEL COOPERATIVA AGROINDUSTRIAL,A,A,LG,OES,CASCAVEL,86,34500,,30/06/16,RG,41683455,22/04/22,ROD BR 277,1
100588549,323,F K GROUP TECNOLOGIA EM SISTEMAS AUTOMOTIVOS LTDA,A,A,LG,NRT,LONDRINA,72,13800,,02/05/16,RG,35601013,02/05/16,AV ARTHUR THOMAS,1795
100582893,8056,RICARDO CASTELLAR DE FARIA,A,A,LG,NRT,SANTO ANTONIO DO PARAISO,66,34500,,11/07/16,RG,40682375,23/01/24,ROD PR 218,
100581110,4145,CAPAL COOPERATIVA AGROINDUSTRIAL,A,A,LG,NRT,WENCESLAU BRAZ,86,13800,,09/09/16,RG,41683075,22/06/21,ROD PR 092,254
100578144,8053,JAGUAFRANGOS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,A,A,LG,NRT,JAGUAPITA,86,34500,,10/05/16,RG,36680515,10/03/17,ROD PR 170,
100575129,6200,EDIFICIO TODAY S OFFICE,A,A,LG,LES,CURITIBA,71,13800,,10/03/17,RG,35601565,10/03/17,AV REPUBLICA ARGENTINA,1237
100567312,7406,JUSTICA FEDERAL DE PRIMEIRO GRAU NO PARANA,A,A,LG,OES,CASCAVEL,71,13800,,19/07/17,RG,35600912,19/07/17,AV PRES TANCREDO NEVES,1137
100561195,348,YVYTU INDUSTRIA E COMERCIO DE FILTROS LTDA,A,A,LG,LES,SAO JOSE DOS PINHAIS,71,13800,,30/01/17,RG,35601502,30/01/17,AL BOM PASTOR,3293
100555845,4642,SUPERMERCADO PICOLI LTDA,A,A,LG,LES,MATINHOS,51,13800,,16/11/16,RG,31607592,16/11/16,R MOREIRA SALES,672
100547990,32,PEDREIRA JUSSARA LTDA,A,A,LG,NRO,JUSSARA,86,13800,,08/11/16,RG,40681683,17/11/23,EST JACUTINGA,
100544878,4642,E R B DISTRIBUIDORA E COMERCIAL DE PRODUTOS ALIMENTICIOS LTDA,A,A,LG,LES,COLOMBO,86,13800,,14/12/16,RG,41683005,14/12/23,R PASTEUR,670
100534473,4837,ARAUCARIA PARK HOTEL LTDA,A,A,LG,LES,ARAUCARIA,67,13800,,18/04/19,RG,31607796,18/04/19,R DR VITAL BRASIL,1355
100533663,7202,MUNICIPIO DE CAPANEMA,A,A,LG,OES,CAPANEMA,76,13800,,09/08/16,RG,35600928,09/08/16,R STA CATARINA,4071
100533426,7306,PARANA TRIBUNAL DE JUSTICA,A,A,LG,CSL,CASTRO,74,13800,,17/03/18,RG,35601286,17/03/18,R CEL JORGE MARCONDES,0
100520340,4611,FERRAGENS NEGRAO COMERCIAL LTDA,A,A,LG,LES,SAO JOSE DOS PINHAIS,64,13800,,22/03/18,RG,31600644,06/03/20,AV RUI BARBOSA,6226
100518060,4642,AMERICANAS S A EM RECUPERACAO JUDICIAL,A,A,LG,OES,CASCAVEL,86,13800,,06/05/16,RG,40682651,08/12/23,AV BRASIL,6380
100514960,4242,S A MOAGEIRA E AGRICOLA,A,A,LG,CSL,IRATI,86,13800,,25/07/16,RG,41683262,22/08/22,ROD BR 277,0
100513204,7202,MUNICIPIO DE CASCAVEL,A,A,LG,OES,CASCAVEL,67,13800,,21/10/16,RG,35602472,21/10/16,R PERNAMBUCO,1924
100509096,6200,CONDOMINIO MARINGA AIRPORT HOTEL,A,A,LG,NRO,MARINGA,74,13800,,30/04/18,RG,35602611,21/07/17,AV DR VLADIMIR BABKOV,565
100506666,4642,E F GARCIA SUPERMERCADO LTDA,A,A,LG,NRO,PARANAVAI,77,13800,,06/05/16,RG,35601111,06/05/16,AV DEP HEITOR ALENCAR FURTADO,2626
100502660,228,M E M COMERCIO DE PNEUS LTDA,A,A,LG,NRT,ARAPONGAS,63,13800,,16/11/17,RG,35600987,29/06/16,R ANDORINHA DE RIO,36
100499643,4171,IRMAOS MUFFATO S A,A,A,LG,LES,CURITIBA,86,13800,,17/06/16,RG,40681613,22/07/20,R OMILIO MONTEIRO SOARES,1920
100495435,4662,UBVA COMERCIO DE FERRAGENS LTDA,A,A,LG,LES,ARAUCARIA,67,13800,,06/07/16,RG,35602161,06/07/16,R DR VALERIO SOBANIA,164
100490492,5544,ASSOCIACAO HOSPITALAR DE PROT INFANCIA DR RAUL CARNEIRO,A,A,LG,LES,CURITIBA,86,13800,,18/10/17,RG,40682134,10/10/23,R DESEMBARGADOR MOTTA,922
100485405,4657,AUTO POSTO COLOSSAL MERCES LTDA,A,A,LG,LES,CURITIBA,75,13800,,14/07/16,RG,35602156,14/07/16,R MARTIN AFONSO,700
100485316,4844,CID CAMPELO NETO,A,A,LG,LES,CURITIBA,75,13800,,24/06/16,RG,35602107,24/06/16,R MARTIN AFONSO,700
100484050,6200,MAISON VEYRON,A,A,LG,NRT,LONDRINA,72,13800,,19/10/16,RG,35600179,19/10/16,R EURICO HUMMIG,801
100479812,88,PANIFICADORA E CONFEITARIA REAL UMUARAMA LTDA,A,A,LG,NRO,UMUARAMA,68,13800,,02/12/16,RG,35600362,02/12/16,AV PARANA,5695
100479286,5704,ASSOC DOS PRODUTORES AGRICULTURA E PECUARIA SAO MIGUEL IGUACU APROSMI,A,A,LG,OES,SAO MIGUEL DO IGUACU,66,13800,,26/09/18,RG,31601265,26/09/18,AV IGUACU,
100475680,5704,ASSOCIACAO DA VILA MILITAR,A,A,LG,LES,PONTAL DO PARANA,64,13800,,28/06/16,RG,31607565,28/06/16,R CORAIS,
100471471,8005,CARLOS GASPAROTTO APOLONI,A,A,LG,NRO,QUARTO CENTENARIO,48,13800,,25/05/16,RG,35600286,25/05/16,ROD PR 317 ROD VER SEVERINO GOMES DA SILVA,
100465820,72,COOPERATIVA AGRARIA AGROINDUSTRIAL,A,A,LG,CSL,GUARAPUAVA,86,34500,,01/07/16,RG,38680840,11/03/20,AV PARANA,211
100465595,6405,CIRO MANOEL LOUREIRO VENTURELLI,A,A,LG,NRT,CENTENARIO DO SUL,70,34500,,28/09/16,RG,35601048,28/09/16,SIT AGUA DO TENENTE,
100462413,55,J M I COMERCIO DE CARNES LTDA,A,A,LG,LES,CAMPO MAGRO,86,13800,,04/10/16,RG,41683431,15/10/21,ROD PR 090 GUMERCINDO BOZA,14477
100460810,7302,SECRETARIA DE ESTADO DA JUSTICA E CIDADANIA SEJU,A,A,LG,OES,TOLEDO,75,13800,,20/12/19,RG,35601133,20/12/19,AV DAS INDUSTRIAS,
100457150,171,VECINO CIA LTDA,A,A,LG,LES,COLOMBO,73,13800,,25/10/16,RG,35600592,25/10/16,AV MARGINAL JOSE DE ANCHIETA,1182
100455301,4668,DEPOSITO DE MATERIAIS PARA CONSTRUCAO NICHELE LTDA,A,A,LG,LES,PINHAIS,66,13800,,22/12/16,RG,35600549,22/12/16,R ALVORADA DO SUL,130
100454445,7312,SECRETARIA DE ESTADO DA EDUCACAO SEED,A,A,LG,NRT,ROLANDIA,65,13800,,07/06/17,RG,35600276,07/06/17,R SANTA CATARINA,1513
100452086,9101,ALFONS GARDEMANN,A,A,LG,NRT,LONDRINA,68,13800,,02/06/17,RG,31604456,02/06/17,R JONATHAS SERRANO,161
100447503,4242,GT SOLUCOES LOGISTICAS S A,A,A,LG,NRT,IBIPORA,79,13800,,24/06/16,RG,35601746,24/06/16,ROD PR 090,374
100447236,6200,CONDOMINIO EDIFICIO TORRE GEMEA,A,A,LG,NRO,MARINGA,71,127,220,15/04/16,RG,35600410,12/05/16,AV ADV HORACIO RACCANELLO FILHO,6326
100441548,92,MASSAS MANIA INDUSTRIA DE ALIMENTOS LTDA,A,A,LG,LES,PINHAIS,67,13800,,01/08/16,RG,35600564,01/08/16,R MARILANDIA,386
100436323,7402,TRIBUNAL REGIONAL ELEITORAL DO PARANA,A,A,LG,OES,CASCAVEL,71,13800,,27/09/16,RG,35602469,27/09/16,R LEILA DINIZ,65
100436137,303,PULSE SISTEMAS ELETRONICOS LTDA,A,A,LG,LES,CURITIBA,77,13800,,06/06/16,RG,35602138,06/06/16,AV JUSCELINO KUBITSCHEK DE OLIVEIRA,1964
100425291,5703,SINDICATO DE HOTEIS RESTAURANTES BARES E SIMILARES DE FOZ DO IGUACU,A,A,LG,OES,FOZ DO IGUACU,69,13800,,20/05/16,RG,35602486,20/05/16,R CECILIA MEIRELES,637
100422160,236,CICLOPLAST COMERCIO DE PLASTICOS LTDA,A,A,LG,NRO,MARIALVA,78,34500,,11/07/16,RG,35600357,11/07/16,AV CRISTOVAO COLOMBO,29
100419372,4218,SILVANA DE FATIMA KUHN,A,A,LG,CSL,PONTA GROSSA,49,13800,,17/05/23,RG,40625458,31/10/22,R CURIO,561
100418899,4846,ZAMP S A,A,A,LG,LES,CURITIBA,86,13800,,26/08/16,RG,41683388,21/09/21,R TEN FRANCISCO FERREIRA DE SOUZA,0
100415997,164,KLABIN S A,A,A,LG,CSL,ORTIGUEIRA,71,34500,,28/07/16,RG,31606826,28/07/16,ESF ORTIGUEIRA,
100413943,8056,CARMINATTI CEREAIS LTDA,A,A,LG,OES,SANTO ANTONIO DO SUDOESTE,26,13800,,30/05/16,RG,40681872,27/12/23,LIN SAO FRANCISCO,
